🐼央视,#genre#
江苏卫视,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000014861/1.m3u8?channel-id=wasusyt&Contentid=6000000001000014861&livemode=1&stbId=3
江西卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000006000268001/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268001&livemode=1&stbId=3
财富天下,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031208/1.m3u8?channel-id=bestzb&Contentid=5000000011000031208&livemode=1&stbId=3
福建东南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000004000010584/1.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3
厦门卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000005000266006/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266006&livemode=1&stbId=3
云南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000024694/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=3
贵州卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000004000025843/1.m3u8?channel-id=bestzb&Contentid=5000000004000025843&livemode=1&stbId=3
四川卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000016825/1.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=3
康巴卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000005000266002/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266002&livemode=1&stbId=3
陕西卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000006000040017/1.m3u8?channel-id=bestzb&Contentid=5000000006000040017&livemode=1&stbId=3
农林卫视,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000046/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000046&livemode=1&stbId=3
甘肃卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3
宁夏卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000031451/1.m3u8?channel-id=ystenlive&Contentid=1000000002000031451&livemode=1&stbId=3
青海卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000006000040015/1.m3u8?channel-id=bestzb&Contentid=5000000006000040015&livemode=1&stbId=3
安多卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000005000266001/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266001&livemode=1&stbId=3
新疆卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000029441/1.m3u8?channel-id=ystenlive&Contentid=1000000002000029441&livemode=1&stbId=3
西藏卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000015894/1.m3u8?channel-id=ystenlive&Contentid=1000000002000015894&livemode=1&stbId=3
延边卫视,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000049/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000049&livemode=1&stbId=3
兵团卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000005000266005/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266005&livemode=1&stbId=3
第一财经,http://zteres.sn.chinamobile.com:6060/000000001000/5000000010000027146/1.m3u8?channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=3
东方财经,http://zteres.sn.chinamobile.com:6060/000000001000/5000000007000010003/1.m3u8?channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3
五星体育,http://zteres.sn.chinamobile.com:6060/000000001000/2000000002000000007/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000007&livemode=1&stbId=3
哈哈炫动,http://zteres.sn.chinamobile.com:6060/000000001000/5000000005000031641/1.m3u8?channel-id=bestzb&Contentid=5000000005000031641&livemode=1&stbId=3
嘉佳卡通,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000025964/1.m3u8?channel-id=ystenlive&Contentid=1000000002000025964&livemode=1&stbId=3
卡酷少儿,http://zteres.sn.chinamobile.com:6060/000000001000/7851974109718180595/1.m3u8?channel-id=bestzb&Contentid=7851974109718180595&livemode=1&stbId=3
金鹰卡通,http://zteres.sn.chinamobile.com:6060/000000001000/5000000006000040024/1.m3u8?channel-id=bestzb&Contentid=5000000006000040024&livemode=1&stbId=3
优漫卡通,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000010063/1.m3u8?channel-id=ystenlive&Contentid=1000000002000010063&livemode=1&stbId=3
辽宁卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=058
江苏卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=085
天津卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=084
湖南卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=086
北京卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=083
黑龙江卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=095
广东卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=092
东方卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=093
浙江卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=094
吉林卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=097
安徽卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=096
江西卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=098
山东卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=099
贵州卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=101
深圳卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=100
湖北卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=102
四川卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=103
陕西卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=512
河南卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=339
海南卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=473
云南卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=482
东南卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=483
金鹰卡通,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=105
河南卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=104
卡酷少儿,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=106
重庆卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=107
山西卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=109
河北卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=108
青海卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=111
内蒙古卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=110
山东教育卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=112
北京纪实科教,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=113
广西卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=116
云南卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=115
宁夏卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=118
陕西卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=114
延边卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=117
甘肃卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=119
西藏卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=121
农林卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=122
兵团卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=124
🐼百事通区👉超清,#genre#
CCTV1 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV2 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv2hd8m/8000000/mnf.m3u8
CCTV3 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV4 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv4hd8m/8000000/mnf.m3u8
CCTV5 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv58m/8000000/mnf.m3u8
CCTV5+ 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv5phd8m/8000000/mnf.m3u8
CCTV6 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv6hd8m/8000000/mnf.m3u8
CCTV7 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv7hd8m/8000000/mnf.m3u8
CCTV8 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv8hd8m/8000000/mnf.m3u8
CCTV9 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv9hd8m/8000000/mnf.m3u8
CCTV10 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv10hd8m/8000000/mnf.m3u8
CCTV11 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv11hd8m/8000000/mnf.m3u8
CCTV12 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv12hd8m/8000000/mnf.m3u8
CCTV13 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv13xwhd8m/8000000/mnf.m3u8
CCTV14 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctvsehd8m/8000000/mnf.m3u8
CCTV15 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv15hd8m/8000000/mnf.m3u8
CCTV16 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv16hd8m/8000000/mnf.m3u8
CCTV17 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cctv17hd8m/8000000/mnf.m3u8

北京卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/bjwshd8m/8000000/mnf.m3u8
东方卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dfwshd8m/8000000/mnf.m3u8
天津卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/tjwshd8m/8000000/mnf.m3u8
重庆卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cqws8m/8000000/mnf.m3u8
黑龙江卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/hljwshd8m/8000000/mnf.m3u8
吉林卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/jlwshd8m/8000000/mnf.m3u8
辽宁卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/lnwshd8m/8000000/mnf.m3u8
内蒙古卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/nmgws/1300000/mnf.m3u8
宁夏卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/nxws/1300000/mnf.m3u8
甘肃卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/gswshd8m/8000000/mnf.m3u8
青海卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/qhws/1300000/mnf.m3u8
陕西卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/xsjhd8m/8000000/mnf.m3u8
河北卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/hbwshd8m/8000000/mnf.m3u8
山西卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/shanxiws/1300000/mnf.m3u8
山东卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/sdws8m/8000000/mnf.m3u8
安徽卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/ahwshd8m/8000000/mnf.m3u8
河南卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/hnwshd8m/8000000/mnf.m3u8
湖北卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/hubeiws8m/8000000/mnf.m3u8
湖南卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/hunanwshd8m/8000000/mnf.m3u8
江西卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/jxws8m/8000000/mnf.m3u8
江苏卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/jswshd8m/8000000/mnf.m3u8
浙江卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/zjwshd8m/8000000/mnf.m3u8
东南卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dnwshd8m/8000000/mnf.m3u8
广东卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/gdwshd8m/8000000/mnf.m3u8
深圳卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/szwshd8m/8000000/mnf.m3u8
广西卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/gxwshd8m/8000000/mnf.m3u8
云南卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/ynwshd8m/8000000/mnf.m3u8
贵州卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/gzwshd8m/8000000/mnf.m3u8
四川卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/scwshd/8000000/mnf.m3u8
新疆卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/xjws/13000000/mnf.m3u8
兵团卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/btws/13000000/mnf.m3u8
西藏卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/xzws/25000000/mnf.m3u8
海南卫视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/hainanwshd/8000000/mnf.m3u8
厦门卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/xmws/13000000/mnf.m3u8
康巴卫视 2M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/kbws/13000000/mnf.m3u8



电竞天堂 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/djtt8m/8000000/mnf.m3u8
青春动漫 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/qcdm8m/8000000/mnf.m3u8
宝宝动画 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/bbdh8m/8000000/mnf.m3u8
卡酷少儿 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/kkse8m/8000000/mnf.m3u8
炫动卡通 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/hhxd8m/8000000/mnf.m3u8
动漫秀场 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dmxc8m/8000000/mnf.m3u8

中国教育-1 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/zgjy1t8m/8000000/mnf.m3u8
中国教育-2 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cetv2/2500000/mnf.m3u8
中国教育-4 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/zgjy4hd8m/8000000/mnf.m3u8

欢笑剧场 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/hxjc8m/8000000/mnf.m3u8
快乐垂钓 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/klcd8m/8000000/mnf.m3u8
金鹰纪实 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/jyjs8m/8000000/mnf.m3u8
戏曲精选 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/xqjx8m/8000000/mnf.m3u8
茶频道 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cpdhdavs8m/8000000/mnf.m3u8
财富天下 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/cftx/2500000/mnf.m3u8
中国天气 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/zgqx/1300000/mnf.m3u8
看天下精选 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/ktxjx8m/8000000/mnf.m3u8
华语影院 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/hyyy8m/8000000/mnf.m3u8
星光影院 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/xgyy8m/8000000/mnf.m3u8
谍战剧场 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dzjc8m/8000000/mnf.m3u8
都市剧场 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dsjc8m/8000000/mnf.m3u8
全球大片 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/qqdp8m/8000000/mnf.m3u8
热门剧场 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/rmjc8m/8000000/mnf.m3u8
纪实科教 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dajs8m/8000000/mnf.m3u8
全纪实 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/qjshd8m/8000000/mnf.m3u8
足球高清 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/zqpd8m/8000000/mnf.m3u8
魅力足球 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/mlyyhd8m/8000000/mnf.m3u8

上海新闻 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/xwzhhd8m/8000000/mnf.m3u8
上海都市 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dshd8m/8000000/mnf.m3u8
上海教育 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/setvhd/8000000/mnf.m3u8
上海纪实 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/jspdhd8m/8000000/mnf.m3u8
上视外语 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/icshd8m/8000000/mnf.m3u8
东方影视 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dfyshd8m/8000000/mnf.m3u8
五星体育 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/wxtyhd8m/8000000/mnf.m3u8
七彩戏剧 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/qcxjhd8m/8000000/mnf.m3u8
新视觉 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/xsjhd8m/8000000/mnf.m3u8
生活时尚 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/shss8m/8000000/mnf.m3u8
游戏风云 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/yxfy8m/8000000/mnf.m3u8
热门综艺 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/rmzy8m/8000000/mnf.m3u8
劲爆体育 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/jbtyhd8m/8000000/mnf.m3u8
健康养生 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/jkys8m/8000000/mnf.m3u8
百变课堂 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/bbkt8m/8000000/mnf.m3u8
东方财经 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dfcjhd8m/8000000/mnf.m3u8
上海第一财经 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/dycjhd8m/8000000/mnf.m3u8
乐游 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/qjshd8m/8000000/mnf.m3u8
法治天地 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/fztd8m/8000000/mnf.m3u8
金色学堂 8M,http://140.249.247.166/qhbuv52.live.bestvcdn.com.cn/live/program/live/jingsepd8m/8000000/mnf.m3u8
1️⃣内蒙酒店👉电信,#genre#
CCTV1-综合,http://1.180.245.195:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV2-财经,http://1.180.245.195:9901/tsfile/live/0002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV3-综艺,http://1.180.245.195:9901/tsfile/live/0003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV4-国际,http://1.180.245.195:9901/tsfile/live/0004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV5-体育,http://1.180.245.195:9901/tsfile/live/0005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV6-电影,http://1.180.245.195:9901/tsfile/live/0006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV7-军事,http://1.180.245.195:9901/tsfile/live/0007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV8-电视剧,http://1.180.245.195:9901/tsfile/live/0008_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV9-纪录,http://1.180.245.195:9901/tsfile/live/0009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV10-科教,http://1.180.245.195:9901/tsfile/live/0010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV12-社会与法,http://1.180.245.195:9901/tsfile/live/0012_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV13-新闻,http://1.180.245.195:9901/tsfile/live/0013_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV14-少儿,http://1.180.245.195:9901/tsfile/live/0014_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV15-音乐,http://1.180.245.195:9901/tsfile/live/0015_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-16,http://1.180.245.195:9901/tsfile/live/1006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV农业农村,http://1.180.245.195:9901/tsfile/live/1007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖南卫视,http://1.180.245.195:9901/tsfile/live/0128_1.m3u8?key=tvbox6_com&playlive=1&authid=0
重庆卫视,http://1.180.245.195:9901/tsfile/live/0142_2.m3u8?key=tvbox6_com&playlive=1&authid=0
江苏卫视,http://1.180.245.195:9901/tsfile/live/0127_1.m3u8?key=tvbox6_com&playlive=1&authid=0
安徽卫视,http://1.180.245.195:9901/tsfile/live/0130_1.m3u8?key=tvbox6_com&playlive=1&authid=0
北京卫视,http://1.180.245.195:9901/tsfile/live/0122_1.m3u8?key=tvbox6_com&playlive=1&authid=0
天津卫视,http://1.180.245.195:9901/tsfile/live/0135_1.m3u8?key=tvbox6_com&playlive=1&authid=0
辽宁卫视,http://1.180.245.195:9901/tsfile/live/0121_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东卫视,http://1.180.245.195:9901/tsfile/live/0131_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河南卫视,http://1.180.245.195:9901/tsfile/live/0139_1.m3u8?key=tvbox6_com&playlive=1&authid=0
黑龙江卫视,http://1.180.245.195:9901/tsfile/live/0143_1.m3u8?key=tvbox6_com&playlive=1&authid=0
四川卫视,http://1.180.245.195:9901/tsfile/live/0123_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江西卫视,http://1.180.245.195:9901/tsfile/live/0138_1.m3u8?key=tvbox6_com&playlive=1&authid=0
贵州卫视,http://1.180.245.195:9901/tsfile/live/0120_1.m3u8?key=tvbox6_com&playlive=1&authid=0
深圳卫视,http://1.180.245.195:9901/tsfile/live/0126_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东南卫视,http://1.180.245.195:9901/tsfile/live/0137_2.m3u8?key=tvbox6_com&playlive=1&authid=0
上海卫视,http://1.180.245.195:9901/tsfile/live/0107_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河北卫视,http://1.180.245.195:9901/tsfile/live/0117_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广东卫视,http://1.180.245.195:9901/tsfile/live/0125_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广西卫视,http://1.180.245.195:9901/tsfile/live/0113_1.m3u8?key=tvbox6_com&playlive=1&authid=0
吉林卫视,http://1.180.245.195:9901/tsfile/live/0116_1.m3u8?key=tvbox6_com&playlive=1&authid=0
陕西卫视,http://1.180.245.195:9901/tsfile/live/0136_1.m3u8?key=tvbox6_com&playlive=1&authid=0
海峡卫视,http://1.180.245.195:9901/tsfile/live/0150_1.m3u8?key=tvbox6_com&playlive=1&authid=0
2️⃣深圳酒店👉电信,#genre#
CCTV1-综合,http://61.141.202.118:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV2-财经,http://61.141.202.118:9901/tsfile/live/0002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV3-综艺,http://61.141.202.118:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV4-国际,http://61.141.202.118:9901/tsfile/live/0003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV5-体育,http://61.141.202.118:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6-电影,http://61.141.202.118:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7-军农,http://61.141.202.118:9901/tsfile/live/0007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV8-电视剧,http://61.141.202.118:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9-纪录,http://61.141.202.118:9901/tsfile/live/0009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV10-科教,http://61.141.202.118:9901/tsfile/live/0010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV11-戏曲,http://61.141.202.118:9901/tsfile/live/0011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV12-社会与法,http://61.141.202.118:9901/tsfile/live/0012_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV13-新闻,http://61.141.202.118:9901/tsfile/live/0013_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV14-少儿,http://61.141.202.118:9901/tsfile/live/0125_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV15-音乐,http://61.141.202.118:9901/tsfile/live/0015_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CGTN,http://61.141.202.118:9901/tsfile/live/0019_2.m3u8?key=txiptv&playlive=0&authid=0
